haluk	6.173786103901937
inanici	6.173786103901937
cramped	6.173786103901937
protestor	6.173786103901937
ollie	6.173786103901937
eminently	6.173786103901937
filori	6.173786103901937
outcry	6.173786103901937
booksellers	6.173786103901937
denigration	6.173786103901937
iletisim	6.173786103901937
kinsman	6.173786103901937
froce	6.173786103901937
adamant	6.173786103901937
duff	6.173786103901937
archaic	6.173786103901937
acclaimed	6.173786103901937
bestselling	6.173786103901937
turkishness	6.173786103901937
unassailable	6.173786103901937
1915	6.173786103901937
landmass	6.173786103901937
confederation	6.173786103901937
angela	6.173786103901937
merkel	6.173786103901937
amnesty	6.173786103901937
defame	6.173786103901937
taboo	6.173786103901937
dedication	6.173786103901937
poet	6.173786103901937
nazin	6.173786103901937
hikmet	6.173786103901937
1930s	6.173786103901937
holly	6.173786103901937
cartner	6.173786103901937
unequivocally	6.173786103901937
finnish	6.173786103901937
presently	6.173786103901937
ataturk	6.173786103901937
sisly	6.173786103901937
paltry	6.173786103901937
fundamentalist	6.173786103901937
das	6.173786103901937
magazin	6.173786103901937
thirty	6.173786103901937
bilgi	6.173786103901937
allusion	6.173786103901937
avowed	6.173786103901937
overstep	6.173786103901937
kerincsiz	6.173786103901937
frankfurt	6.173786103901937
sessiz	6.173786103901937
ev	6.173786103901937
euro25	6.173786103901937
turk	6.173786103901937
yasar	6.173786103901937
dostoyevsky	6.173786103901937
tolstoy	6.173786103901937
proust	6.173786103901937
joyce	6.173786103901937
woolf	6.173786103901937
recep	6.173786103901937
tayyip	6.173786103901937
erdogan	6.173786103901937
anatolia	6.173786103901937
konya	6.173786103901937
democarcy	6.173786103901937
hatred	6.173786103901937
recite	6.173786103901937
abdullah	6.173786103901937
gul	6.173786103901937
sabah	6.173786103901937
macshane	6.173786103901937
ugliness	6.173786103901937
authorisation	5.480638923341991
intellectual	5.480638923341991
cemil	5.480638923341991
cicek	5.480638923341991
violent	5.480638923341991
301	5.480638923341991
explicitly	5.480638923341991
christophe	5.480638923341991
publishers	5.480638923341991
seizure	5.480638923341991
yorker	5.480638923341991
hardest	5.480638923341991
vocal	5.480638923341991
nonviolent	5.480638923341991
bloc	5.480638923341991
beacon	5.480638923341991
historian	5.480638923341991
slaughter	5.480638923341991
1918	5.480638923341991
deepen	5.480638923341991
waver	5.480638923341991
uproar	5.480638923341991
bestseller	5.480638923341991
mustafa	5.480638923341991
kemal	5.480638923341991
verdict	5.480638923341991
modernize	5.480638923341991
postponement	5.480638923341991
switzerland	5.480638923341991
bbc	5.480638923341991
sentiment	5.480638923341991
,000	5.480638923341991
authorization	5.480638923341991
squander	5.480638923341991
cosmetic	5.480638923341991
heap	5.480638923341991
pelt	5.480638923341991
punch	5.480638923341991
impression	5.480638923341991
favour	5.480638923341991
stain	5.075173815233827
denigrate	5.075173815233827
massacre	5.075173815233827
offence	5.075173815233827
accession	5.075173815233827
olli	5.075173815233827
implementation	5.075173815233827
facilitate	5.075173815233827
insult	5.075173815233827
loophole	5.075173815233827
lend	5.075173815233827
glad	5.075173815233827
forthcoming	5.075173815233827
prestigious	5.075173815233827
ottoman	5.075173815233827
turks	5.075173815233827
strife	5.075173815233827
ruler	5.075173815233827
writings	5.075173815233827
ankara	5.075173815233827
restrictive	5.075173815233827
suppress	5.075173815233827
blunt	5.075173815233827
modify	5.075173815233827
strive	5.075173815233827
outspoken	5.075173815233827
dedicate	5.075173815233827
notable	5.075173815233827
faulkner	5.075173815233827
criterion	5.075173815233827
adjourn	5.075173815233827
poem	5.075173815233827
stint	5.075173815233827
slogan	5.075173815233827
traitor	5.075173815233827
parliamentarian	5.075173815233827
denis	5.075173815233827
regret	4.787491742782046
lengthy	4.787491742782046
essential	4.787491742782046
altogether	4.787491742782046
literature	4.787491742782046
1980s	4.787491742782046
enlargement	4.787491742782046
rehn	4.787491742782046
litmus	4.787491742782046
ambition	4.787491742782046
internationally	4.787491742782046
castle	4.787491742782046
episode	4.787491742782046
precursor	4.787491742782046
20th	4.787491742782046
entry	4.787491742782046
interpret	4.787491742782046
berlin	4.787491742782046
admission	4.787491742782046
brussels	4.787491742782046
basic	4.787491742782046
membership	4.787491742782046
historical	4.787491742782046
offense	4.787491742782046
nationalist	4.787491742782046
cautious	4.787491742782046
recipient	4.787491742782046
mann	4.787491742782046
favorable	4.787491742782046
context	4.787491742782046
embrace	4.787491742782046
norm	4.787491742782046
incite	4.787491742782046
lapse	4.787491742782046
militant	4.787491742782046
egg	4.787491742782046
damaging	4.787491742782046
convene	4.564348191467836
apartment	4.564348191467836
prize	4.564348191467836
1.5	4.564348191467836
empire	4.564348191467836
300,000	4.564348191467836
autonomy	4.564348191467836
genocide	4.564348191467836
imprison	4.564348191467836
ancient	4.564348191467836
chancellor	4.564348191467836
declaration	4.564348191467836
shocking	4.564348191467836
anger	4.564348191467836
insurgent	4.564348191467836
fighter	4.564348191467836
organizer	4.564348191467836
imprisonment	4.564348191467836
reiterate	4.564348191467836
formally	4.564348191467836
equal	4.564348191467836
undertake	4.564348191467836
properly	4.564348191467836
hostile	4.564348191467836
armenian	4.382026634673881
courtroom	4.382026634673881
istanbul	4.382026634673881
dare	4.382026634673881
shadow	4.382026634673881
revise	4.382026634673881
translate	4.382026634673881
core	4.382026634673881
grounds	4.382026634673881
orchestrate	4.382026634673881
kurdish	4.382026634673881
inflated	4.382026634673881
andrew	4.382026634673881
unusually	4.382026634673881
outrage	4.382026634673881
