5793
Reserve	4044	2	3.461798557525109
mistreat	7447	1	3.762903528499057
cancel	7811	6	2.9845273133437926
nicely	4961	1	3.762903528499057
BBC	7740	4	3.1607685618611283
human-controlled	13410	1	3.762903528499057
pollution	5269	1	3.762903528499057
salary	7063	8	2.859738566197147
spontaneous	12435	1	3.762903528499057
pretend	4869	1	3.762903528499057
axonomy	0	4	3.1607685618611283
pick	576	14	2.615950051656401
2300	12962	1	3.762903528499057
Retford	7875	1	3.762903528499057
energy	872	76	1.8808135922807914
Compton	2639	1	3.762903528499057
Chalet	11880	1	3.762903528499057
BCE	187	1	3.762903528499057
Furnish	4751	1	3.762903528499057
Wilderness	10532	1	3.762903528499057
tallow	1549	1	3.762903528499057
0	5536	8	2.859738566197147
1	891	46	2.0969100130080562
10.5	1673	1	3.762903528499057
Promise	10044	1	3.762903528499057
2	690	36	2.2041199826559246
3	667	50	2.060697840353612
10.3	870	1	3.762903528499057
Diet	535	1	3.762903528499057
4	1285	31	2.2695129442179165
5	1237	33	2.2430380486862944
6	271	31	2.2695129442179165
7	295	27	2.330413773349191
8	1164	20	2.4608978427565478
9	2448	22	2.419955748489758
dismayed	6301	1	3.762903528499057
protective	3875	3	3.285782273779395
Chancellor	1863	1	3.762903528499057
A	7855	1	3.762903528499057
role	61	32	2.2576785748691846
D	2380	1	3.762903528499057
roll	2755	8	2.859738566197147
1000	9211	6	2.9845273133437926
I	1083	166	1.5314789170422551
turn	1327	40	2.1583624920952498
result	1678	65	1.9493900066449128
gold	2506	1	3.762903528499057
Q	12355	1	3.762903528499057
pier	8687	3	3.285782273779395
golf	13382	8	2.859738566197147
V	4320	5	3.0637085593914173
W	8141	1	3.762903528499057
X	2427	1	3.762903528499057
evaporate	12917	1	3.762903528499057
after	704	300	1.2787536009528289
Food	9942	1	3.762903528499057
resume	8228	2	3.461798557525109
a	15	2182	0.3010299956639812
b	11044	4	3.1607685618611283
c	8901	5	3.0637085593914173
d	9008	4	3.1607685618611283
e	8142	3	3.285782273779395
tabletop	7621	2	3.461798557525109
f	10177	4	3.1607685618611283
posture	12468	1	3.762903528499057
laden	8155	1	3.762903528499057
g	9697	4	3.1607685618611283
h	10431	1	3.762903528499057
1011	12902	1	3.762903528499057
artistic	5184	3	3.285782273779395
i	6283	5	3.0637085593914173
j	2442	3	3.285782273779395
l	13370	1	3.762903528499057
m	258	21	2.439332693830263
neighbor	8805	4	3.1607685618611283
n	12378	2	3.461798557525109
p	12443	1	3.762903528499057
Groep	10002	1	3.762903528499057
q	12892	4	3.1607685618611283
r	5786	4	3.1607685618611283
Act	762	2	3.461798557525109
s	9228	2	3.461798557525109
t	4837	10	2.762678563727436
1001	13511	1	3.762903528499057
x	12937	2	3.461798557525109
y	5890	1	3.762903528499057
information	202	10	2.762678563727436
z	12945	1	3.762903528499057
Ada	7010	1	3.762903528499057
Nogent-le-Rotrou	6825	1	3.762903528499057
Killswitch	12641	1	3.762903528499057
Thebe	12818	15	2.586587304671755
uprising	3510	9	2.808210972924222
1022	12909	1	3.762903528499057
good	2310	37	2.1931245983544616
Adibi	5485	1	3.762903528499057
empty	5906	2	3.461798557525109
faithful	6391	2	3.461798557525109
rechristen	11773	1	3.762903528499057
skeleton	7574	1	3.762903528499057
1018	12906	1	3.762903528499057
1016	12903	1	3.762903528499057
1015	12905	1	3.762903528499057
1012	12938	1	3.762903528499057
besides	6979	8	2.859738566197147
galerina	9719	1	3.762903528499057
serious	1571	11	2.7209857441537393
disperse	9879	2	3.461798557525109
Kishorn	1404	1	3.762903528499057
Dike	8161	1	3.762903528499057
erratic	13472	1	3.762903528499057
adoration	12033	1	3.762903528499057
levitate	4842	1	3.762903528499057
O'Grady	13621	1	3.762903528499057
chp	1736	1	3.762903528499057
ill-health	6567	1	3.762903528499057
extirpate	3807	1	3.762903528499057
fornication	8366	1	3.762903528499057
self-rule	8292	2	3.461798557525109
°	6186	5	3.0637085593914173
Straatmedia	10001	1	3.762903528499057
ascend	4271	8	2.859738566197147
mummery	6404	1	3.762903528499057
disturbed	9842	2	3.461798557525109
Comers	8560	1	3.762903528499057
displeased	3594	1	3.762903528499057
rope	6017	2	3.461798557525109
Fort	3449	73	1.8976270912904414
representation	5229	1	3.762903528499057
Limited	12336	1	3.762903528499057
ascent	7414	1	3.762903528499057
motive	2797	1	3.762903528499057
root	8207	6	2.9845273133437926
×	12904	2	3.461798557525109
Plimoth	8650	3	3.285782273779395
Islands	974	5	3.0637085593914173
Anglicans	8333	2	3.461798557525109
Age	8438	3	3.285782273779395
roof	5286	14	2.615950051656401
umbrella	12664	1	3.762903528499057
caliber	13280	1	3.762903528499057
multiple	526	12	2.6830470382388496
room	4237	15	2.586587304671755
better	2184	17	2.531478917042255
Kenwood	13708	1	3.762903528499057
21st	6818	4	3.1607685618611283
cancer	4535	1	3.762903528499057
Ford	4711	6	2.9845273133437926
Cassius	6969	1	3.762903528499057
albigularis	11382	1	3.762903528499057
breadth	10692	1	3.762903528499057
pile	3152	1	3.762903528499057
Metacomet	8235	1	3.762903528499057
Dietz	4801	1	3.762903528499057
Faunce	8685	1	3.762903528499057
post-modernization	13229	1	3.762903528499057
flop	7490	1	3.762903528499057
Sabbath	9220	2	3.461798557525109
Chequered	12293	1	3.762903528499057
flow	1438	9	2.808210972924222
order	89	43	2.1271047983648077
misspell	7528	1	3.762903528499057
Air	13566	3	3.285782273779395
resonance	12876	6	2.9845273133437926
fitting-out	13130	1	3.762903528499057
reform	4361	7	2.9175055095525466
angular	12700	2	3.461798557525109
malevolent	8385	1	3.762903528499057
interorbital	11469	2	3.461798557525109
ensue	5582	6	2.9845273133437926
coach	5362	20	2.4608978427565478
remix	2405	7	2.9175055095525466
pink	7461	1	3.762903528499057
woman	3693	55	2.0211892990699383
Birch	12459	1	3.762903528499057
pellet	1687	1	3.762903528499057
pine	9843	1	3.762903528499057
co2	1919	1	3.762903528499057
Rupert	4387	1	3.762903528499057
protection	769	6	2.9845273133437926
Citizen	10495	1	3.762903528499057
unforgettable	4986	1	3.762903528499057
honesty	3223	2	3.461798557525109
surname	4368	1	3.762903528499057
Richard	3963	14	2.615950051656401
Theresa	2906	1	3.762903528499057
Natives	3748	1	3.762903528499057
forwardmost	13311	1	3.762903528499057
avail	3553	1	3.762903528499057
148th	7844	1	3.762903528499057
gaming	7858	6	2.9845273133437926
adultery	8494	2	3.461798557525109
question	6274	11	2.7209857441537393
pimp	3254	1	3.762903528499057
Birds	773	1	3.762903528499057
intellectual	7216	1	3.762903528499057
picture	3265	12	2.6830470382388496
yourselve	3369	1	3.762903528499057
rose	6542	2	3.461798557525109
thousand	2536	16	2.558708570533166
resurrect	4817	1	3.762903528499057
com	13495	1	3.762903528499057
father-in-law	4118	2	3.461798557525109
a.k.a.	2924	1	3.762903528499057
con	10152	3	3.285782273779395
Trinity	6459	1	3.762903528499057
Angela	3300	2	3.461798557525109
cow	601	4	3.1607685618611283
gown	4868	1	3.762903528499057
pipe	1796	4	3.1607685618611283
representative	3812	10	2.762678563727436
pigeon	10892	1	3.762903528499057
actress	4569	2	3.461798557525109
Hirokazu	7821	1	3.762903528499057
punter	5555	3	3.285782273779395
Dirk	12648	1	3.762903528499057
rarity	3312	1	3.762903528499057
Ann	4730	4	3.1607685618611283
chicken	1667	2	3.461798557525109
childbirth	7124	3	3.285782273779395
Studio	10684	1	3.762903528499057
effective	3791	6	2.9845273133437926
muscle	6684	3	3.285782273779395
Pardalotidae	9762	1	3.762903528499057
flux	12891	4	3.1607685618611283
semi-autobiographical	7245	1	3.762903528499057
ammunition	2884	6	2.9845273133437926
mislabeled	11594	1	3.762903528499057
piano-led	10724	1	3.762903528499057
capito	11374	3	3.285782273779395
conclusively	8796	1	3.762903528499057
cry	4215	2	3.461798557525109
metacentric	11571	2	3.461798557525109
56,689.41	7769	1	3.762903528499057
140,000	9256	1	3.762903528499057
harness	1248	2	3.461798557525109
abducted	8062	1	3.762903528499057
sketch	6972	4	3.1607685618611283
Dacelo	9899	1	3.762903528499057
uncertain	3820	1	3.762903528499057
Greeks	6432	1	3.762903528499057
beautiful	10304	2	3.461798557525109
eventual	8571	1	3.762903528499057
subsquamosal	11497	1	3.762903528499057
ordovician	5740	3	3.285782273779395
etched	9378	1	3.762903528499057
strut	654	1	3.762903528499057
Taunton	10117	1	3.762903528499057
worker	5302	17	2.531478917042255
element	3590	19	2.482873583608754
Niles	3730	1	3.762903528499057
nestling	713	3	3.285782273779395
sixty-first	7282	1	3.762903528499057
synagogue	8934	28	2.3138672203691533
Beaufort	4378	2	3.461798557525109
tracery	9084	4	3.1607685618611283
aftermath	6764	3	3.285782273779395
restraint	13628	1	3.762903528499057
cue	12391	1	3.762903528499057
Ari	12363	1	3.762903528499057
Ark	9123	1	3.762903528499057
Bowydd	6124	2	3.461798557525109
Stock	4899	1	3.762903528499057
late-game	5695	1	3.762903528499057
cup	13739	1	3.762903528499057
Filmmaker	2832	1	3.762903528499057
Group	2137	7	2.9175055095525466
Art	5029	6	2.9845273133437926
cut	3517	18	2.506505032404872
4,000	1851	5	3.0637085593914173
rheumatic	6340	3	3.285782273779395
harass	600	1	3.762903528499057
Sweden	4177	6	2.9845273133437926
southernmost	11586	1	3.762903528499057
Ash	8936	11	2.7209857441537393
Orthodox	8940	14	2.615950051656401
non-verbally	10819	1	3.762903528499057
10-15	142	1	3.762903528499057
distribute	1842	15	2.586587304671755
shout	7222	5	3.0637085593914173
ankle	5455	2	3.461798557525109
creation	976	11	2.7209857441537393
Wisconsin	7262	2	3.461798557525109
Widmark	11283	1	3.762903528499057
think	2087	41	2.1492191126553797
ingredient	4242	2	3.461798557525109
reporter	10445	3	3.285782273779395
Pokanoket	8236	1	3.762903528499057
Grove	10311	4	3.1607685618611283
parvispinosus	11638	1	3.762903528499057
Tudor-Pole	12272	2	3.461798557525109
chilean	633	1	3.762903528499057
marketing	7624	2	3.461798557525109
torture	3763	1	3.762903528499057
mistress	3737	5	3.0637085593914173
hayride	6891	1	3.762903528499057
margina	9649	1	3.762903528499057
thing	7374	21	2.439332693830263
Greene	7321	1	3.762903528499057
thigh	2782	1	3.762903528499057
Papers	9991	3	3.285782273779395
Willaerts	8643	1	3.762903528499057
famously	11956	2	3.461798557525109
domestic	1655	3	3.285782273779395
initiate	3649	4	3.1607685618611283
Xavier	5484	1	3.762903528499057
Amendment	10391	1	3.762903528499057
Bristol	8048	4	3.1607685618611283
shoot	2533	8	2.859738566197147
Midway	5009	14	2.615950051656401
eight-string	12717	4	3.1607685618611283
stability	8639	1	3.762903528499057
budget	940	5	3.0637085593914173
actual	7732	7	2.9175055095525466
son-in-law	9292	2	3.461798557525109
glass	679	5	3.0637085593914173
Everglades	10161	39	2.1702617153949575
widely	1938	15	2.586587304671755
jacket	4889	2	3.461798557525109
incisor	11507	3	3.285782273779395
Ave	10771	4	3.1607685618611283
pacing	10890	1	3.762903528499057
custom-shaped	12625	1	3.762903528499057
assume	816	14	2.615950051656401
District	2877	13	2.6483600109809315
415,000	5804	1	3.762903528499057
memory	3025	10	2.762678563727436
Dennis	11328	1	3.762903528499057
disaster	13698	1	3.762903528499057
hitch	6896	2	3.461798557525109
Mountain	6172	1	3.762903528499057
Frogger	7644	1	3.762903528499057
sachem	8052	6	2.9845273133437926
slow-falsetto	3190	1	3.762903528499057
'Til	2657	1	3.762903528499057
Culpeper	8848	1	3.762903528499057
quarter-scale	5059	1	3.762903528499057
shore	1307	7	2.9175055095525466
Yehuda	9196	2	3.461798557525109
discordant	12655	1	3.762903528499057
earliest	5779	9	2.808210972924222
Axe	8166	1	3.762903528499057
lifestyle	11912	1	3.762903528499057
Invergordon	1485	1	3.762903528499057
short	348	35	2.2174839442139063
finance	1581	2	3.461798557525109
blue-breasted	9749	4	3.1607685618611283
abreast	13312	1	3.762903528499057
funnel	13320	1	3.762903528499057
Malcolms	12454	1	3.762903528499057
facade	9077	5	3.0637085593914173
Hayes	11206	2	3.461798557525109
gland	11536	4	3.1607685618611283
Conference	5338	2	3.461798557525109
Greece	4303	6	2.9845273133437926
Danny	5463	1	3.762903528499057
lignocellulosic	9627	1	3.762903528499057
quick-footed	6809	1	3.762903528499057
strummer	11870	1	3.762903528499057
Computer	7648	5	3.0637085593914173
Poetry	7103	1	3.762903528499057
specifically	7959	4	3.1607685618611283
enter	2787	13	2.6483600109809315
Slayer	12588	1	3.762903528499057
gallery	4166	6	2.9845273133437926
4:00	5581	1	3.762903528499057
biodiesel	1534	6	2.9845273133437926
convincing	12760	1	3.762903528499057
Cathedral	13694	1	3.762903528499057
hostage	3977	2	3.461798557525109
Athens	5519	1	3.762903528499057
detonate	13309	6	2.9845273133437926
grouping	7870	2	3.461798557525109
Pequots	8220	2	3.461798557525109
creative	9957	3	3.285782273779395
coast	1175	15	2.586587304671755
two-yard	5544	1	3.762903528499057
